movieid,title,year,director,actor1,actor2,actor3,actor4,actor5,plot
8195,"Avventura, L' ",1960,Michelangelo Antonioni,Monica Vitti,Gabriele Ferzetti,Lea Massari,Dominique Blanchar,Esmeralda Ruspoli,"Anna goes missing during a boat trip to a remote volcanic island with her boyfriend Sandro and best friend Claudia. Despite her disappearance, Claudia and Sandro get involved romantically."
26693,It,1990,Tommy Lee Wallace,Tim Curry,Jonathan Brandis,Annette O'Toole,Harry Anderson,John Ritter,Seven friends engage in a struggle with the demon they first encountered 30 years earlier in their Maine hometown. From the Stephen King book.
26840,Sonatine ,1993,,,,,,,
60293,"Wackness, The",2008,Jonathan Levine,Josh Peck,Olivia Thirlby,Ben Kingsley,Maryâ€‘Kate Olsen,Famke Janssen,"It's summer in New York City, the year is 1994, and teenage marijuana dealer Luke Shapiro (Josh Peck) is trading dime bags for sessions with his therapist, Dr. Squires (Ben Kingsley). Luke has girl troubles and self-esteem issues, but the doctor has problems of his own -- namely, his deteriorating marriage and midlife crisis. Together, the mismatched pair launch across the metropolis on an odyssey full of girls (Olivia Thirlby, Mary-Kate Olsen), hip-hop and cannabis smoke.â€?Â More"
409,Above the Rim,1994,Jeff Pollack,Tupac Shakur,Duane Martin,Marlon Wayans,Wood Harris,Bernie Mac,"Kyle, a high school basketball player, has to choose which team he wants to be a part of in a local tournament- his school team or a team run by a local drug dealer."
6100,"Midsummer Night's Sex Comedy, A",1982,Woody Allen,Woody Allen,Mia Farrow,JosÃ© Ferrer,Mary Steenburgen,Julie Hagerty,A wacky inventor and his wife invite two other couples for a weekend party at a romantic summer house in the 1900s countryside.
6185,Dark Blue,2003,,,,,,,
7320,Dirty Dancing: Havana Nights,2004,Guy Ferland,Diego Luna,Romola Garai,Patrick Swayze,Sela Ward,Jonathan Jackson,"Katey and her parents arrive in Cuba before the Revolution breaks out. She meets Javier, who instantly notices her dancing abilities and romances her. But soon Katey is forced to leave Cuba."
51698,"Last Mimzy, The",2007,Robert Shaye,Rhiannon Leigh Wryn,Timothy Hutton,Joely Richardson,Chris O'Neil,Rainn Wilson,"Two siblings travel to the family cottage to spend sometime with the workaholic father. They find a box of toys from the future in the water and bring it home, unaware, that it a surprise in store."
61697,Righteous Kill,2008,Jon Avnet,Al Pacino,Robert De Niro,50 Cent,Carla Gugino,Donnie Wahlberg,"Two over the hill detectives, Turk and Rooster, try to nab a serial killer who targets sociopathic criminals. Tensions arise on the personal front too when they work with a younger pair of detectives."
92507,Safe House,2012,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Vera Farmiga,Nora Arnezeder,Joel Kinnaman,"CIA agent Matt Weston is tasked with guarding wanted criminal Tobin Frost in a safe house in Cape Town. However, when mercenaries attack the pair, Matt is forced to form an alliance with Tobin."
705,Cosi,1996,Mark Joffe,Toni Collette,Ben Mendelsohn,Barry Otto,Rachel Griffiths,David Wenham,"A drifter (Ben Mendelsohn) lives near a slaughterhouse, works in a Sydney asylum and reluctantly directs mental patients in an operatic production."
3432,Death Wish 3,1985,Michael Winner,Charles Bronson,Deborah Raffin,Ed Lauter,Marina Sirtis,Martin Balsam,"Kersey, an ex-architect and a professional vigilante, finds out that his old friend died after a vicious beating by a gang of thugs. Will Kersey be able to avenge his friend's death?"
34321,Bad News Bears,2005,Richard Linklater,Billy Bob Thornton,Sammi Kane Kraft,Greg Kinnear,Marcia Gay Harden,Ridge Canipe,"Morris Buttermaker, a former baseball player who was banned from professional baseball for attacking an umpire, takes up the responsibility of coaching an amateur bunch of young teenage kids."
37853,Into the Blue,2005,John Stockwell,Jessica Alba,Paul Walker,Ashley Scott,Scott Caan,Josh Brolin,"Jared and Sam stumble upon bags of cocaine inside a sunken plane while searching for treasures in the ocean. Their discovery invites the attention of a drug kingpin, who wants to steal it from them."
40414,Joyeux No√´l ,2005,,,,,,,
60943,Frozen River,2008,Courtney Hunt,Melissa Leo,Misty Upham,Charlie McDermott,Michael O'Keefe,Mark Boone Junior,"After her husband deserts her, working-class mother Ray Eddy (Melissa Leo) is in great need of money to find a home. Lured by the possibility of easy cash, Ray joins Lila (Misty Upham) a widowed Mohawk who earns a living by smuggling immigrants from Canada to the U.S. across the St. Lawrence."
4515,Imagine: John Lennon,1988,Andrew Solt,David Bowie,Julian Lennon,Andy Warhol,May Pang,Dick Cavett,"The life of British singer-songwriter and former Beatle John Lennon is the focus of this intimate 1988 documentary, pieced together from archival footage of the Beatles and 240 hours of home movies shot by Lennon and his widow, Yoko Ono. Featuring interviews with David Bowie, producer George Martin, and son Julian Lennon, it recounts the ups and downs of the performer's life and career, concentrating most on his post-Beatles period, and reveals the private man behind the public persona.â€?Â More"
5651,"Incredible Mr. Limpet, The",1964,Arthur Lubin,Don Knotts,Carole Cook,Jack Weston,Andrew Duggan,Larry Keating,Meek and mild mannered bookkeeper Henry Limpet has few passions in life. It's mid-1941 and he would love to join the Navy but has been rated 4F.
33896,3 Extremes ,2004,,,,,,,
1076,"Innocents, The",1961,Jack Clayton,Deborah Kerr,Martin Stephens,Pamela Franklin,Peter Wyngarde,Michael Redgrave,"The Innocents is a 1961 British supernatural gothic horror film directed and produced by Jack Clayton, and starring Deborah Kerr, Michael Redgrave and Megs Jenkins. Wikipedia"
5787,"Truth About Charlie, The",2002,Jonathan Demme,Mark Wahlberg,Thandie Newton,Tim Robbins,Park Joongâ€‘hoon,Christine Boisson,"Just when she is to divorce her husband, Regina finds her husband dead and a man turns up at her doorstep claiming the family money to be his. Meanwhile, more people begin to end up dead."
6101,Missing,1982,Costa-Gavras,Jack Lemmon,Sissy Spacek,John Shea,Melanie Mayron,Charles Cioffi,"In 1973, U.S. businessman Ed Horman (Jack Lemmon) arrives in Chile to look for his son, Charles (John Shea), a politically left-leaning journalist who disappeared during a military coup. Charles' wife, Beth (Sissy Spacek), has been looking for some time, but her requests for help from the U.S. consulate have thus far produced few results. As Ed and Beth try to figure out what really happened to Charles, Ed realizes that the American officials may know more than they're telling.â€?Â More"
25850,Holiday,1938,George Cukor,Katharine Hepburn,Cary Grant,Doris Nolan,Edward Everett Horton,Lew Ayres,A young man falls in love with a girl from a rich family. His unorthodox plan to go on holiday for the early years of his life is met with skepticism by everyone except for his fiance's sister.
42730,Glory Road,2006,James Gartner,Don Haskins,Josh Lucas,Derek Luke,Jon Voight,Emily Deschanel,"Don Haskins selects seven blacks and five whites for his basketball team. The team, Texas Western Miners, gets criticised by all, but Don and his team fight all odds and emerge as winners."
62049,1984,1956,Michael Anderson,Edmond O'Brien,Michael Redgrave,Jan Sterling,Donald Pleasence,,
78349,Exam,2009,Stuart Hazeldine,Luke Mably,Gemma Chan,Jimi Mistry,Colin Salmon,Nathalie Cox,Eight candidates cooperate in order to secure a job with a prestigious company.
391,Jason's Lyric,1994,Doug McHenry,Jada Pinkett Smith,Allen Payne,Bokeem Woodbine,Lisa Nicole Carson,Forest Whitaker,"Jason, a salesman, falls in love with Lyric but faces trouble because of his past. His father, Maddog causes utmost grievance to Jason and his relationship. Will Jason ever live a better life?"
5604,"Man in the White Suit, The",1951,Alexander Mackendrick,Alec Guinness,Joan Greenwood,Cecil Parker,Michael Gough,Ernest Thesiger,"Chemist Sidney Stratton (Alec Guinness) is at a crossroads in his career. He's been trying to invent a long-lasting clothing fiber, but his unreasonable demands for high-end equipment have gotten him fired from job after job. Finally, Sidney creates a white suit that is impervious to the elements -- it cannot stain or wrinkle. At first he is celebrated as a hero but, soon enough, the clothing manufacturers realize that the perfect suit is actually very bad for business.â€?Â More"
6279,"Good Thief, The",2002,,,,,,,
6339,Man on the Train ,2002,,,,,,,
7210,My Darling Clementine,1946,John Ford,Henry Fonda,Victor Mature,Linda Darnell,Walter Brennan,Cathy Downs,Three brothers stop off for a night in the town of Tombstone. The next morning they find one of their brothers dead and their cattle stolen. They decide to take revenge on the culprits.
7395,Cheaper by the Dozen,1950,Walter Lang,Clifton Webb,Myrna Loy,Jeanne Crain,Betty Lynn,Barbara Bates,"Based on the true story of the large Gilbreth family, this film follows Frank Gilbreth (Clifton Webb) and his wife, Lillian (Myrna Loy), as they raise their 12 children. Both renowned efficiency experts, Frank and Lillian face significant challenges in parenting such a big brood, often leading to humorous situations. Fortunately, the couple frequently receive assistance from their eldest daughter, Ann (Jeanne Crain), who often acts as a third parent to the many Gilbreth children.â€?Â More"
61465,Bangkok Dangerous,2008,,Nicolas Cage,Charlie Young,Chakrit Yamnam,Panward Hemmanee,Dom Hetrakul,"Joe, a hit man, arrives in Bangkok, hires Kong as his errand boy and begins work. He soon realises that he has begun to break his four rules of being a hit man, without which he is bound to fall prey."
1650,Washington Square,1997,Agnieszka Holland,Jennifer Jason Leigh,Ben Chaplin,Albert Finney,Maggie Smith,Jennifer Garner,"A wealthy man (Albert Finney) distrusts the motives of a dashing suitor (Ben Chaplin) courting his plain, sheltered daughter (Jennifer Jason Leigh) in 1850s New York."
3406,Captain Horatio Hornblower R.N.,1951,Raoul Walsh,Gregory Peck,Virginia Mayo,Robert Beatty,Christopher Lee,Terence Morgan,"During the Napoleonic wars, a famed 19th century hero, defeats enemy fleets and courts an admiral's widow."
3679,"Decline of Western Civilization, The",1981,Penelope Spheeris,Alice Bag,Exene Cervenka,Claude Bessy,John Doe,Billy Zoom,"Director Penelope Spheeris surveys the late-1970s Los Angeles punk scene: X, Black Flag, Fear, Germs, Catholic Discipline, Alice Bag Band."
4109,Flowers in the Attic,1987,Jeffrey Bloom,V. C. Andrews,Kristy Swanson,Louise Fletcher,Victoria Tennant,Jeb Stuart Adams,"There are secrets Chris (Jeb Stuart Adams) and Cathy (Kristy Swanson) never knew about their parents. After their father dies, the teenage siblings, along with their younger brother and sister, are sent to live with their cruel grandmother, Olivia (Louise Fletcher). Olivia is disgusted by the children -- she knows their mother (Victoria Tennant) and father were actually cousins -- and locks the brood in the attic. The kids then try to keep their spirits high in spite of their bleak situation.â€?Â More"
5361,White Fang,1991,Randal Kleiser,Ethan Hawke,Klaus Maria Brandauer,Seymour Cassel,James Remar,Susan Hogan,"Jack, a Yukon gold hunter, forms an affectionate bond with a dog-wolf, White Fang, whom he rescues from a man who is ill treating the dog. He forms a unique companionship with him over time."
6483,From Justin to Kelly,2003,Robert Iscove,Kelly Clarkson,Justin Guarini,Katherine Bailess,Anika Noni Rose,Brian Dietzen,"In this musical, college student Justin (Justin Guarini) arrives in Fort Lauderdale, Fla., for spring break with his friends Brandon (Greg Siff) and Eddie (Brian Dietzen), and quickly crosses paths with waitress Kelly (Kelly Clarkson). Although Justin falls for Kelly almost instantly, Kelly's jealous friend, Alexa (Katherine Bailess), tries her best to keep the two apart. With the help of several song-and-dance numbers, however, Justin and Kelly eventually connect and make sweet music together.â€?Â More"
6946,Looney Tunes: Back in Action,2003,Joe Dante,Brendan Fraser,Jenna Elfman,Steve Martin,Heather Locklear,Timothy Dalton,"DJ discovers that his famous movie star father, known for playing suave international spies on-screen, is actually a spy in real life, and has been kidnapped. The Looney Tunes set out to find him."
42009,Cheaper by the Dozen 2,2005,Adam Shankman,Steve Martin,Hilary Duff,Taylor Lautner,Tom Welling,Alyson Stoner,A family's summer holiday is ruined when they meet an old nemesis and are drawn into a not-so-friendly competition.
90600,Headhunters ,2011,Morten Tyldum,Aksel Hennie,Nikolaj Costerâ€‘Waldau,SynnÃ¸ve Macody Lund,Julie R. Ã˜lgaard,Valentina Alexeeva,"A corporate recruiter (Aksel Hennie), who moonlights as an art thief, plans to steal a valuable painting from the perfect candidate (Nikolaj Coster-Waldau) for a job he needs to fill."
